dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,1992001229z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,DEEP TUBEWELLS PROJECT PHASE II,Short: AGRICULTURAL WATER RESOURCES Long: ,139-506-001-,Bangladesh,2000,15779170,"USD, constant 2021",2000,3,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,11.05056,,,15.77917,,,,,,,,,,,,,,,12,7.3000002,,,,AGRICULTURAL WATER RESOURCES,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,,,,0,0,0,,,,,,1,,,,,,,,2000-12-31,,,,,,,,,,,,,,,,CRS 2000-01 data,118779535360,0,0,0,1,0,1,15.77917,973094272,0
CRS,1992001048z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,"FLOOD ACTION PLAN STUDIES 12 &13 AGRICULTURAL, O & M STUDY",Short: LAND DEVELOPMENT/RECLAMATION Long: First study will evaluate impact of existing flood control drainage and irrigation projects. Second study will identify O & N problems of such projects. Both will provide guidelines for future projects.,139-506-004-,Bangladesh,2000,15531,"USD, constant 2021",2000,3,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,.010876,,,.015531,,,,,,,,,,,,,,,12,.007185,,,,LAND DEVELOPMENT/RECLAMATION,31130,Agricultural land resources,311,III.1.a. Agriculture,,,,,,,,,,First study will evaluate impact of existing flood control drainage and irrigation projects. Second study will identify O & N problems of such projects. Both will provide guidelines for future projects.,,,0,0,,,,,,,1,,,,,,,,2000-12-31,,,,,,,,,,,,,,,,CRS 2000-01 data,118779535360,0,1,0,0,1,1,.015531,973094272,0
CRS,1989000520z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,LOTUS PROJECT. (TUBEWELLS),Short: AGRICULTURAL WATER RESOURCES Long: ,139-680-032-,Bangladesh,2000,797445,"USD, constant 2021",2000,3,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,.55847102,,,.797445,,,,,,,,,,,,,,,12,.36892599,,,,AGRICULTURAL WATER RESOURCES,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,,,,0,0,0,,,,,,1,,,,,,,,2000-12-31,,,,,,,,,,,,,,,,CRS 2000-01 data,118779535360,0,0,0,1,0,1,.797445,973094272,0
CRS,1995000684z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,LAND RECLAIMATION & IRRIGATION PROJECT,"Short: LAND RECLAMATION/IRRIGATION Long: Aims to increase area of land under cultivation and its productivity through reclamation of river beds and small scale irrigation - retaining walls/dams/water tanks/education - over 16,000 to benefit",086-680-008-,Bolivia,2001,6861,"USD, constant 2021",2001,3,428,10006,South America,10018,LMICs,11,ODA Grants,1,10,110,,.0046549998,,,.0068609999,,,,,.0046549998,,,.0068609999,,,,,,,12,.0032319999,,,,LAND RECLAMATION/IRRIGATION,31130,Agricultural land resources,311,III.1.a. Agriculture,,,,,,,,,,"Aims to increase area of land under cultivation and its productivity through reclamation of river beds and small scale irrigation - retaining walls/dams/water tanks/education - over 16,000 to benefit",,,0,2,,,,,,,1,,,,,,,,2001-12-31,,,,,,,,,,,,,,,,CRS 2000-01 data,21974071296,1,1,1,0,1,1,.0068609999,655347456,0
CRS,2021002133,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,11,"Department for Business, Innovation and Skills",https://www.gov.uk/government/organisations/department-for-business-innovation-skills,,Feasibility Study of Demonstration of a Real-time Monitoring System of Water Irrigation Quality for Rice Smallholder Farmers in Ararangua River Brazil,"Short: FEASIBILITY STUDY OF DEMONSTRATION OF A REAL-TIME MONITORING SYSTEM OF WATER IRRIGATION QUALITY FOR RICE SMALLHOLDER FARMERS IN ARARANGUA RIVER BRAZIL Long: A system for real-time monitoring of irrigation water quality for smallholder farmers – particularly rice producers – of the Ararangua River in the state of Santa Catarina, Brazil. This innovation aims to provide smallholder farmers with the technological capability to improve water management for crop irrigation and food waste reduction.",GCRF-IUK_InC_DI-R1Ph12019133953,Brazil,2021,44322,"USD, constant 2021",2021,1,431,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,D02,.044321999,.044321999,0,.044321999,.044321999,0,,,.044321999,0,0,.044321999,0,0,,,,,12,.032221999,.032221999,.032221999,.044321999,FEASIBILITY STUDY OF DEMONSTRATION OF A REAL-TIME MONITORING SYSTEM OF WATER IRRIGATION QUALITY FOR RICE SMALLHOLDER FARMERS IN ARARANGUA RIVER BRAZIL,31140,Agricultural water resources,311,III.1.a. Agriculture,61000,Private sector in provider country,Private sector in provider country,61000,,,,2021-01-01,2021-12-31,"A system for real-time monitoring of irrigation water quality for smallholder farmers – particularly rice producers – of the Ararangua River in the state of Santa Catarina, Brazil. This innovation aims to provide smallholder farmers with the technological capability to improve water management for crop irrigation and food waste reduction.",,,1,,0,,,,,,1,,,,,1,1,,2021-01-01,,,,,,,,,,,,,,,,CRS 2021 data,109179437056,1,1,1,1,1,1,.044321999,226154592,0
CRS,2003000978z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,CHINA IRRIGATION MANAGEMENT WORKSHOP,Short: CHINA IRRIGATION MANAGEMENT WORKSHOP Long: To spread best practice and knowledge about participatory irrigation managment,145544044,China (People's Republic of),2003,32919,"USD, constant 2021",2003,1,730,10008,Far East Asia,10019,UMICs,11,ODA Grants,1,10,110,,.026535001,,,.032919001,,,,,.026535001,,,.032919001,,,,,,,12,.016249999,,,,CHINA IRRIGATION MANAGEMENT WORKSHOP,14010,Water sector policy and administrative management,140,I.4. Water Supply & Sanitation,,,,,China,,,2003-11-01,2004-02-01,To spread best practice and knowledge about participatory irrigation managment,,,,,,,,,,,1,,,,,,,,2003-10-31,,,,,,,,,,,,,,,,CRS 2002-03 data,136169218048,1,1,1,0,1,1,.032919001,3116165376,1
CRS,2001001453z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,"SUPPORT TO SIXTH INTERNATIONAL SEMINAR ON PARTICIPATORY IRRIGATION MANAGEMENT IN BEIJING, CHINA",Short: INTERNATIONAL SEMINAR ON PARTICIPATORY IRRIGATION MGMT IN BEIJING Long: o enable forty Chinese participants to attend the seminar and for the preparation of a keynote paper on Toolkit for Sustainable Irrigation Turnover,746640001,China (People's Republic of),2001,70844,"USD, constant 2021",2001,1,730,10008,Far East Asia,10019,UMICs,11,ODA Grants,1,10,110,,.048062999,,,.070844002,,,,,.048062999,,,.070844002,,,,,,,12,.033369999,,,,INTERNATIONAL SEMINAR ON PARTICIPATORY IRRIGATION MGMT IN BEIJING,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,2001-10-01,2001-10-01,o enable forty Chinese participants to attend the seminar and for the preparation of a keynote paper on Toolkit for Sustainable Irrigation Turnover,,,,2,,,,,,,1,,,,,,,2,2001-08-28,,,,,,,,,,,,,,,,CRS 2000-01 data,136169218048,1,1,1,1,1,1,.070844002,3116165376,1
CRS,1989000560z,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,1,Department for International Development,https://www.gov.uk/government/organisations/department-for-international-development,,NILE WATER MANAGEMENT CONSULTANT,Short: AGRICULTURAL WATER RESOURCES Long: Technical assistance to Ministry of Public Works and Water Resources (MPWWR) to improve the management of Nile River Irrigation water abstractions.,018-544-008-,Egypt,2000,95522,"USD, constant 2021",2000,3,142,10002,North of Sahara,10018,LMICs,11,ODA Grants,1,10,110,,.066896997,,,.095522001,,,,,,,,,,,,,,,12,.044192001,,,,AGRICULTURAL WATER RESOURCES,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,Technical assistance to Ministry of Public Works and Water Resources (MPWWR) to improve the management of Nile River Irrigation water abstractions.,,,0,0,,,,,,,1,,,,,,,,2000-12-31,,,,,,,,,,,,,,,,CRS 2000-01 data,108358107136,0,1,0,1,1,1,.095522001,2547335936,0
CRS,2021001116,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,11,"Department for Business, Innovation and Skills",https://www.gov.uk/government/organisations/department-for-business-innovation-skills,,"LABYRINTH: Conservation, Analysis and Virtual Reconstruction of the Archaeological Site of Hawara Pyramid and Labyrinth (El Fayoum)","Short: LABYRINTH: CONSERVATION, ANALYSIS AND VIRTUAL RECONSTRUCTION OF THE ARCHAEOLOGICAL SITE OF HAWARA PYRAMID AND LABYRINTH (EL FAYOUM) Long: Hawara is an ancient cemetery site in the south-eastern Fayum region, about 80km south of Cairo. It is the burial place of Amenemhat III, the last great king of the 12th dynasty (about 1855-1808 BC). To the south of the pyramid the Pharaoh constructed a large cult complex (approximately 120 metres by 300 metres), in which the Pharaoh was worshipped as a god for over 1500 years. The huge mortuary temple that originally stood adjacent to this pyramid is believed to have formed the basis of the complex of buildings with galleries and courtyards called a 'labyrinth' by Herodotus. In Late Antiquity, the complex was considered as one of the wonders of the world. Despite its historical significance, there have never been clear drawings or details of the labyrinth layout or structure.   Due to sustained irrigation water flow under the pyramid and labyrinth site, the archaeological site has become abandoned and is exhibiting signs of severe deterioration. This water flow has developed over the past century with the water level now approximately 5 meters below the topographic surface, and about 7 meters above the lower corridor level. There is an international effort to implement a sustainable conservation strategy and dewatering of the site. It is imperative to understand the level of underground water table, using remote sensing to record water levels and thermal conditions of the acquifer material and hydraulic properties within the chambers and in the Pyramid substructure. There is an urgent need to document and diagnose existing condition and use the latest Virtual Heritage Technologies to produce scenario conservation and recovery models, before any conservation or dewatering work can commence.     This 36-months innovative research project offers a breakthrough in the development of state-of-the-art virtual reality interface and repository platform that not only records and documents existing site conditions for interactive visualisation, but more importantly will incorporate structural, thermal and water data within the computerised virtual environment. The outcome of this typological model will feed into the assessement of different scenarios of conservation activities and its potential impact, in advance of implementation. The project team will undertake comprehensive investigative research, and analysis  of the site's archaeological records using innovative virtual heritage technologies that will: a) conduct accurate 3D Cloud-point to laser scan and digitally survey, record and model existing conditions of the site, b) utilise state-of-the-art geophysics underground surveys to detect, analyse and model the labyrinth's spatial layout and its water table, c) develop a state-of-the-art interactive virtual platform that integrates remote sending indicators and dataset, d) develop virtual reality experience of the site, as well as mobile app for the site's history and navigation.    This project is developed in partnership with the UNESCO Chair at th",NF-AH_EG_CH-2017AH/R007977/1,Egypt,2021,62022,"USD, constant 2021",2021,3,142,10002,North of Sahara,10018,LMICs,11,ODA Grants,1,10,110,D02,.062022001,.062022001,0,.062022001,.062022001,0,,,.062022001,0,0,.062022001,0,0,,,,,12,.045090001,.045090001,.045090001,.062022001,"LABYRINTH: CONSERVATION, ANALYSIS AND VIRTUAL RECONSTRUCTION OF THE ARCHAEOLOGICAL SITE OF HAWARA PYRAMID AND LABYRINTH (EL FAYOUM)",16061,Culture and recreation,160,I.6. Other Social Infrastructure & Services,11000,Donor Government,Donor Government,11000,,,,2021-01-01,2021-12-31,"Hawara is an ancient cemetery site in the south-eastern Fayum region, about 80km south of Cairo. It is the burial place of Amenemhat III, the last great king of the 12th dynasty (about 1855-1808 BC). To the south of the pyramid the Pharaoh constructed a large cult complex (approximately 120 metres by 300 metres), in which the Pharaoh was worshipped as a god for over 1500 years. The huge mortuary temple that originally stood adjacent to this pyramid is believed to have formed the basis of the complex of buildings with galleries and courtyards called a 'labyrinth' by Herodotus. In Late Antiquity, the complex was considered as one of the wonders of the world. Despite its historical significance, there have never been clear drawings or details of the labyrinth layout or structure.   Due to sustained irrigation water flow under the pyramid and labyrinth site, the archaeological site has become abandoned and is exhibiting signs of severe deterioration. This water flow has developed over the past century with the water level now approximately 5 meters below the topographic surface, and about 7 meters above the lower corridor level. There is an international effort to implement a sustainable conservation strategy and dewatering of the site. It is imperative to understand the level of underground water table, using remote sensing to record water levels and thermal conditions of the acquifer material and hydraulic properties within the chambers and in the Pyramid substructure. There is an urgent need to document and diagnose existing condition and use the latest Virtual Heritage Technologies to produce scenario conservation and recovery models, before any conservation or dewatering work can commence.     This 36-months innovative research project offers a breakthrough in the development of state-of-the-art virtual reality interface and repository platform that not only records and documents existing site conditions for interactive visualisation, but more importantly will incorporate structural, thermal and water data within the computerised virtual environment. The outcome of this typological model will feed into the assessement of different scenarios of conservation activities and its potential impact, in advance of implementation. The project team will undertake comprehensive investigative research, and analysis  of the site's archaeological records using innovative virtual heritage technologies that will: a) conduct accurate 3D Cloud-point to laser scan and digitally survey, record and model existing conditions of the site, b) utilise state-of-the-art geophysics underground surveys to detect, analyse and model the labyrinth's spatial layout and its water table, c) develop a state-of-the-art interactive virtual platform that integrates remote sending indicators and dataset, d) develop virtual reality experience of the site, as well as mobile app for the site's history and navigation.    This project is developed in partnership with the UNESCO Chair at th",10.1,,0,0,0,,,,,0,1,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,,CRS 2021 data,108358107136,0,1,0,0,1,1,.062022001,2547335936,0
CRS,2021002967,,12,United Kingdom,https://www.oecd-ilibrary.org/sites/ff4da321-en/index.html?itemId=/content/component/ff4da321-en,11,"Department for Business, Innovation and Skills",https://www.gov.uk/government/organisations/department-for-business-innovation-skills,,Climate Change Adaptation to Manage the Risks of Extreme Hydrological and Weather Events for Food Security in Vulnerable West Nile Delta,"Short: CLIMATE CHANGE ADAPTATION TO MANAGE THE RISKS OF EXTREME HYDROLOGICAL AND WEATHER EVENTS FOR FOOD SECURITY IN VULNERABLE WEST NILE DELTA Long: The proposed project focuses on West Delta area which is a vulnerable agricultural area against extreme events and climate change.  Its agricultural areas are estimated at around 738 360 ha, representing around 22% of the total agricultural areas in Egypt. Rainfall over Nile Delta is concentrated in northern coast and the North West in winter season. Occasionally, the weather systems combination led to the atmospheric instability which involved vertical velocity, divergence, and vorticity at the high levels. The previous synoptic situation and the resulting meteorological condition lead to heavy rainfall.  In November 2015 and December 2015 the area was exposed to severe rainfall with a range of 180 mm accumulated in three days resulted to destroying more than 70,000 ha of agriculture lands.  There were losses of human lives, road damage, many flooded villages, and significant losses of livestock.  The purpose of the current proposal is to build an integrated management system for this area which is relatively poor from the socio-economic point of view.  Farmers are the main stockholders specially that the level of landholder ownership is in the range of 2 acres per farmer on average.  In addition, the other stakeholders include the irrigation and agricultural departments, water user associations, and civil defence department.  Accordingly, the proposed study aims at introducing an intensive study to determine a hazard risk map.  Numerical modelling, satellite image analysis, field experiments,  and advanced tools to simulate the area to assimilate the extreme weather system. It includes existing physical system of the area such as the irrigation network, roads, urban areas and natural resources.  Thus, the study will end up with a design of an early warning system for the entire area  to accommodate the problem of extreme events occurrence such as heavy rainfall storms.",NF-BCEGIL-248-7H4GM9B,Egypt,2021,14385,"USD, constant 2021",2021,1,142,10002,North of Sahara,10018,LMICs,11,ODA Grants,1,10,110,C01,.014385,.014385,0,.014385,.014385,0,,,.014385,0,0,.014385,0,0,,,,,12,.010458,.010458,.010458,.014385,CLIMATE CHANGE ADAPTATION TO MANAGE THE RISKS OF EXTREME HYDROLOGICAL AND WEATHER EVENTS FOR FOOD SECURITY IN VULNERABLE WEST NILE DELTA,43082,Research/scientific institutions,430,IV.2. Other Multisector,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"The proposed project focuses on West Delta area which is a vulnerable agricultural area against extreme events and climate change.  Its agricultural areas are estimated at around 738 360 ha, representing around 22% of the total agricultural areas in Egypt. Rainfall over Nile Delta is concentrated in northern coast and the North West in winter season. Occasionally, the weather systems combination led to the atmospheric instability which involved vertical velocity, divergence, and vorticity at the high levels. The previous synoptic situation and the resulting meteorological condition lead to heavy rainfall.  In November 2015 and December 2015 the area was exposed to severe rainfall with a range of 180 mm accumulated in three days resulted to destroying more than 70,000 ha of agriculture lands.  There were losses of human lives, road damage, many flooded villages, and significant losses of livestock.  The purpose of the current proposal is to build an integrated management system for this area which is relatively poor from the socio-economic point of view.  Farmers are the main stockholders specially that the level of landholder ownership is in the range of 2 acres per farmer on average.  In addition, the other stakeholders include the irrigation and agricultural departments, water user associations, and civil defence department.  Accordingly, the proposed study aims at introducing an intensive study to determine a hazard risk map.  Numerical modelling, satellite image analysis, field experiments,  and advanced tools to simulate the area to assimilate the extreme weather system. It includes existing physical system of the area such as the irrigation network, roads, urban areas and natural resources.  Thus, the study will end up with a design of an early warning system for the entire area  to accommodate the problem of extreme events occurrence such as heavy rainfall storms.",9.5,,0,1,0,,,0,0,0,1,,,,0,1,1,0,2021-01-01,,,,,,,,,,,,,,,,CRS 2021 data,108358107136,0,1,0,0,1,1,.014385,2547335936,0
