dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2008000802,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,,Short:  Long: ,19006,Afghanistan,2008,878671,"USD, constant 2021",2008,1,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,.90799999,.58999997,0,.87867099,.570943,0,,,.90799999,0,0,.87867099,0,0,0,,,,302,.90799999,.58999997,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2008-01-01,2008-12-31,,,,0,0,0,,,,,,,,,,1,0,,1,2008-11-21,,,,,,,0,0,0,0,,,,,,CRS 2008 data,101472763904,0,0,0,1,0,1,.87867099,672270080,1
CRS,2008000813,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,,Short:  Long: ,19033,Afghanistan,2008,613522,"USD, constant 2021",2008,1,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,.634,.31999999,0,.61352199,.30966401,0,,,.634,0,0,.61352199,0,0,0,,,,302,.634,.31999999,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2008-01-01,2008-12-31,,,,0,0,0,,,,,,,,,,1,0,,1,2008-12-12,,,,,,,0,0,0,0,,,,,,CRS 2008 data,101472763904,0,0,0,1,0,1,.61352199,672270080,1
CRS,2012000524,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,DHA FAO FFS Irrigation,Short: DHA FAO FFS IRRIGATION Long: Support to FFS to develop dry Season Irrigation in Polders,24634,Bangladesh,2012,2992331,"USD, constant 2021",2012,1,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,2.325835,1.71401,,2.4562221,1.8100981,,,,2.325835,0,0,2.4562221,0,0,.40702099,,,,302,2.325835,1.71401,,,DHA FAO FFS IRRIGATION,31140,Agricultural water resources,311,III.1.a. Agriculture,41301,Food and Agricultural Organisation,FAO,41000,,,,2012-07-01,2014-06-30,Support to FFS to develop dry Season Irrigation in Polders,,,1,0,0,2,,,,,,1,1,,0,1,1,0,2012-11-01,,,,,,,,,,,,,,,,CRS 2012 data,118779535360,1,1,1,1,1,1,2.4562221,973094272,1
CRS,2022000193,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,SAFAL for Integrated Water Resource,"Short: SAFAL FOR INTEGRATED WATER RESOURCE Long: The project is on community-based water management for enhancing water use efficiency in agriculture to contribute towards a systemic change in the operationalization of IWRM in Southwest Bangladesh. It will promote community-based sustainable use, protection and restoration of watersheds for resilient agriculture.  It targets to deliver 03 inter-related outcomes: 1) improved water and soil efficiency, 2) sustainable harnessing of ground and surface water, and 3) improved local governance of water for agriculture at the micro-water shed level. The project defined 03 pathways to achieve the results related to water resource management, climate change adaptation and agricultural productivity: 1) water-efficient, climate-smart and regenerative agriculture production systems, 2) watershed protection, and 3) Micro-watershed management and governance by local communities. It proposes to implement the project in 80 clusters in 05 districts, reach 90000 farming HH, cover 0.5 ml people.",4000005937,Bangladesh,2022,7826518,"USD, constant 2021",2022,1,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,7.3614159,.895868,0,7.8265181,.95247,0,,,7.3614159,0,0,7.8265181,0,0,,,,,302,7.3614159,.895868,.895868,.895868,SAFAL FOR INTEGRATED WATER RESOURCE,31140,Agricultural water resources,311,III.1.a. Agriculture,32000,Networks,Solidaridad Network Asia Limited,32000,,,,2022-10-01,2026-09-30,"The project is on community-based water management for enhancing water use efficiency in agriculture to contribute towards a systemic change in the operationalization of IWRM in Southwest Bangladesh. It will promote community-based sustainable use, protection and restoration of watersheds for resilient agriculture.  It targets to deliver 03 inter-related outcomes: 1) improved water and soil efficiency, 2) sustainable harnessing of ground and surface water, and 3) improved local governance of water for agriculture at the micro-water shed level. The project defined 03 pathways to achieve the results related to water resource management, climate change adaptation and agricultural productivity: 1) water-efficient, climate-smart and regenerative agriculture production systems, 2) watershed protection, and 3) Micro-watershed management and governance by local communities. It proposes to implement the project in 80 clusters in 05 districts, reach 90000 farming HH, cover 0.5 ml people.",,,1,0,2,,0,0,,,,,1,,0,0,2,0,2022-10-06,,,,,,,,,,,,,,,,CRS 2022 data,118779535360,0,0,0,1,0,1,7.8265181,973094272,0
CRS,2000000274z,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,SMALL SCALE WATER RESOURCES LO,Short: AGRIC.: SMALL SCALE WATER RESOURCES Long: Small Scale Water Resources Loan Fact Finding Mission with Asian Development Bank(ADB) PoF-2000 The aim of the activity is to take part in the Fact Finding Mission of the 2nd Phase of the Small Scale Water Resources Development Sector Programme which is going to be a countrywide and to identify the possibilities for the Netherlands participa- tion in the 2nd phase as a major sub-sector in IWM sector,BD020707,Bangladesh,2000,57987,"USD, constant 2021",2000,1,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,.031365,,,.057987001,,,,,.031365,,,.057987001,,,,,,,7,.075000003,,,,AGRIC.: SMALL SCALE WATER RESOURCES,31140,Agricultural water resources,311,III.1.a. Agriculture,,,BVW Rural Development Consultancy,,,,,2000-11-01,2001-01-01,Small Scale Water Resources Loan Fact Finding Mission with Asian Development Bank(ADB) PoF-2000 The aim of the activity is to take part in the Fact Finding Mission of the 2nd Phase of the Small Scale Water Resources Development Sector Programme which is going to be a countrywide and to identify the possibilities for the Netherlands participa- tion in the 2nd phase as a major sub-sector in IWM sector,,,,,,,,,,,,,,,1,,,1,2000-07-01,,,,,,,,,,,,,,,,CRS 2000-01 data,118779535360,0,0,0,1,0,1,.057987001,973094272,0
CRS,2001000135z,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,SMALL SCALE WATER RESOURCES-II,Short: SMALL SCALE WATER RESOURCES Long: Small Scale Water Resources-II Project PreparationProcess 1) Participation in various project preparation missions of the Small Scale Water Resources Development Sector Project-II 2) Advisory services towards the project preparation of SSWRD-II,BD020708,Bangladesh,2001,86690,"USD, constant 2021",2001,1,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,,.047465999,,,.086690001,,,,,.047465999,,,.086690001,,,,,,,918,.052999999,,,,SMALL SCALE WATER RESOURCES,31140,Agricultural water resources,311,III.1.a. Agriculture,,,BVW Rural Development Consultancy,,,,,2001-02-01,2001-12-31,Small Scale Water Resources-II Project PreparationProcess 1) Participation in various project preparation missions of the Small Scale Water Resources Development Sector Project-II 2) Advisory services towards the project preparation of SSWRD-II,,,0,,,,,,,,,,,,1,,,1,2001-03-12,,,,,,,,,,,,,,,,CRS 2000-01 data,118779535360,0,0,0,1,0,1,.086690001,973094272,0
CRS,2001002452z,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,SMALLHOLDER IRRIGATION MARKET,"Short: ADMINISTRATIVE COSTS (NON-SECTOR ALLOCABLE) Long: Smallholder Irrigation Market Initiative, BusinessPlan Development Het maken van een business plan voor het Smallholder Irrigation Market Initiative en van vier regionale ontwikkelingsplannen voor kleinschalige irrigatie.",WW138712,China (People's Republic of),2001,189736,"USD, constant 2021",2001,1,730,10008,Far East Asia,10019,UMICs,11,ODA Grants,1,10,110,,.025971999,,,.047433998,,,,,.025971999,,,.047433998,,,,,,,918,.028999999,,,,ADMINISTRATIVE COSTS (NON-SECTOR ALLOCABLE),31130,Agricultural land resources,311,III.1.a. Agriculture,,,IDEUSA,,,,,2001-07-01,2002-04-15,"Smallholder Irrigation Market Initiative, BusinessPlan Development Het maken van een business plan voor het Smallholder Irrigation Market Initiative en van vier regionale ontwikkelingsplannen voor kleinschalige irrigatie.",,,0,,,,,,,,,,,,1,,,1,2001-08-10,,,,,,,,,,,,,,,,CRS 2000-01 data,136169218048,1,1,0,0,1,1,.047433998,3116165376,1
CRS,2003001009z,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,KAI WATER BOARDS PROJECT,"Short: TO OBTAIN THE APPROVAL OF NATIONAL POLICY ON WATER MANAG. ON CANAL LEVEL Long: OVERALL OBJECTIVE IS TO OBTAIN THE APPROVAL OF A NATIONAL POLICY ON WATER MANAGEMENT ON SECONDARY CANAL LEVEL, INCLUDING AMEND- MENT OF PRESENT LEGISLATION, AND FOUR MORE SPECIFIC OBJECTIVES LIKE ESTABLISHMENT OF SUSTAINABLE WB'S IN PILOT AREAS",1014,Egypt,2003,3441136,"USD, constant 2021",2003,1,142,10002,North of Sahara,10018,LMICs,11,ODA Grants,1,10,110,,.94484001,.35067999,,1.290615,.47901499,,,,0,.94484001,0,0,1.290615,0,,,,,302,.94484001,.35067999,,,TO OBTAIN THE APPROVAL OF NATIONAL POLICY ON WATER MANAG. ON CANAL LEVEL,31140,Agricultural water resources,311,III.1.a. Agriculture,,,MUTLIPLE PARTIES,,PLA,,,1999-04-01,2005-05-01,"OVERALL OBJECTIVE IS TO OBTAIN THE APPROVAL OF A NATIONAL POLICY ON WATER MANAGEMENT ON SECONDARY CANAL LEVEL, INCLUDING AMEND- MENT OF PRESENT LEGISLATION, AND FOUR MORE SPECIFIC OBJECTIVES LIKE ESTABLISHMENT OF SUSTAINABLE WB'S IN PILOT AREAS",,,0,0,1,,,,,,,,,,1,,,1,2003-12-31,,,,,,,,,,,,,,,,CRS 2002-03 data,108358107136,0,0,0,1,0,1,1.290615,2547335936,1
CRS,2003012756,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,KAI Institutional Reform Unit,"Short: WATER RESOURCES POLICY/ADMIN. MGMT Long: sustainable, effective and efficient use of water resources (a.o. for sustainable irrigated agriculture) through decentra- lization of government management tasks and private sector participation",1038,Egypt,2002,1124376,"USD, constant 2021",2006,3,142,10002,North of Sahara,10018,LMICs,11,ODA Grants,1,10,110,,0,.087860003,0,0,.10201,0,,,0,0,0,0,0,0,0,,,,302,0,.087860003,,,WATER RESOURCES POLICY/ADMIN. MGMT,14010,Water sector policy and administrative management,140,I.4. Water Supply & Sanitation,10000,Public Sector Institutions,MWRI,10000,EG,,,2006-01-01,2006-12-31,"sustainable, effective and efficient use of water resources (a.o. for sustainable irrigated agriculture) through decentra- lization of government management tasks and private sector participation",,,0,0,1,,,,,,1,,,,1,0,,1,2002-11-20,,,,,,,,,,,,,,,,CRS 2006 data,108358107136,0,1,0,0,1,1,0,2547335936,1
CRS,2005000025z,,7,Netherlands,https://www.oecd-ilibrary.org/sites/2faea623-en/index.html?itemId=/content/component/2faea623-en,1,Ministry of Foreign Affairs of the Netherlands,https://www.government.nl/ministries/ministry-of-foreign-affairs,,KAI PPP WEST DELTA IRRIGATION.,Short: PUBLIC PRIVATE PARTNERSHIP WEST DELTA PROJECT FOR IRRIGATION IMPROVEMENT Long: TO SUPPORT THE PREPARATION OF A GOVERNMENT AND WB SUPPORTED COOPERATION WITH THE PRIVATE SECTOR / PUBLIC PRIVATE PARTNERSHIP WEST DELTA PROJECT FOR IRRIGATION IMPROVEMENT,12338,Egypt,2005,7385902,"USD, constant 2021",2005,1,142,10002,North of Sahara,10018,LMICs,11,ODA Grants,1,10,110,,.42293999,,,.50820899,,,,,.42293999,0,0,.50820899,0,0,,,,,302,.42293999,,,,PUBLIC PRIVATE PARTNERSHIP WEST DELTA PROJECT FOR IRRIGATION IMPROVEMENT,14010,Water sector policy and administrative management,140,I.4. Water Supply & Sanitation,,,MWRI,,,,,2005-07-01,2006-06-30,TO SUPPORT THE PREPARATION OF A GOVERNMENT AND WB SUPPORTED COOPERATION WITH THE PRIVATE SECTOR / PUBLIC PRIVATE PARTNERSHIP WEST DELTA PROJECT FOR IRRIGATION IMPROVEMENT,,,0,0,0,,,,,,1,,,,1,0,,1,2005-12-31,,,,,,,,,,,,,,,,CRS 2004-05 data,108358107136,1,1,1,0,1,1,.50820899,2547335936,1
