dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2020000089,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,Planting Climate Resilience in Rural Communities of the Northeast (PCRP),Short: PLANTING CLIMATE RESILIENCE IN RURAL COMMUNITIES OF THE NORTHEAST (PCRP) Long: Planting Climate Resilience in Rural Communities of the Northeast (PCRP),FP143 (Grants),Brazil,2020,7336751,"USD, constant 2021",2020,1,431,10006,South America,10019,UMICs,11,ODA Grants,4,10,110,C01,6.9000001,,,7.336751,,,,,,,,,,,,,,,302,6.9000001,,,,PLANTING CLIMATE RESILIENCE IN RURAL COMMUNITIES OF THE NORTHEAST (PCRP),31140,Agricultural water resources,311,III.1.a. Agriculture,41108,International Fund for Agricultural Development,International Fund for Agricultural Development,41100,,,,,,Planting Climate Resilience in Rural Communities of the Northeast (PCRP),,,1,,,,,,,,,,,,0,,,0,2020-12-31,,,,,,,,,,,,,,,,CRS 2020 data,109179437056,0,0,0,1,0,1,7.336751,226154592,0
CRS,2020000090,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,Planting Climate Resilience in Rural Communities of the Northeast (PCRP),Short: PLANTING CLIMATE RESILIENCE IN RURAL COMMUNITIES OF THE NORTHEAST (PCRP) Long: Planting Climate Resilience in Rural Communities of the Northeast (PCRP),FP143 (Senior Loans),Brazil,2020,13822865,"USD, constant 2021",2020,1,431,10006,South America,10019,UMICs,14,Other Official Flows (non Export Credit),4,21,421,C01,13,,,13.822865,,,,,,,,,,,,,,,302,13,,,,PLANTING CLIMATE RESILIENCE IN RURAL COMMUNITIES OF THE NORTHEAST (PCRP),31140,Agricultural water resources,311,III.1.a. Agriculture,41108,International Fund for Agricultural Development,International Fund for Agricultural Development,41100,,,,,,Planting Climate Resilience in Rural Communities of the Northeast (PCRP),,,1,,,,,,,,,,,,0,,,0,2020-12-31,,,,,,,,,,,,,,,,CRS 2020 data,109179437056,0,0,0,1,0,1,13.822865,226154592,0
CRS,2020000068,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,Increased climate resilience of rural households and communities through the rehabilitation of production landscapes in (…),Short: INCREASED CLIMATE RESILIENCE OF RURAL HOUSEHOLDS AND COMMUNITIES THROUGH THE REHABILITATION OF PRODUCTION LANDSCAPES IN (…) Long: Increased climate resilience of rural households and communities through the rehabilitation of production landscapes in selected localities of the Republic of Cuba (IRES),FP126 (Grants),Cuba,2020,6906280,"USD, constant 2021",2020,1,338,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,4,10,110,C01,6.4951539,1.413784,,6.90628,1.503273,,,,,,,,,,,,,,302,6.4951539,1.413784,,,INCREASED CLIMATE RESILIENCE OF RURAL HOUSEHOLDS AND COMMUNITIES THROUGH THE REHABILITATION OF PRODUCTION LANDSCAPES IN (…),31140,Agricultural water resources,311,III.1.a. Agriculture,41301,Food and Agricultural Organisation,Food and Agriculture Organization of the United Nations,41300,,,,,,Increased climate resilience of rural households and communities through the rehabilitation of production landscapes in selected localities of the Republic of Cuba (IRES),,,1,,,,,,,,,,,,1,,,0,2020-12-31,,,,,,,,,,,,,,,,CRS 2020 data,5718495232,0,0,0,1,0,1,6.90628,8789071,0
CRS,2020000092,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,RELIVE – REsilient LIVElihoods of vulnerable smallholder farmers in the Mayan landscapes and the Dry Corridor of Guatemala,Short: RELIVE – RESILIENT LIVELIHOODS OF VULNERABLE SMALLHOLDER FARMERS IN THE MAYAN LANDSCAPES AND THE DRY CORRIDOR OF GUATEMALA Long: RELIVE – REsilient LIVElihoods of vulnerable smallholder farmers in the Mayan landscapes and the Dry Corridor of Guatemala,FP145 (Grants),Guatemala,2020,9517734,"USD, constant 2021",2020,1,347,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,4,10,110,C01,8.9511509,,,9.5177336,,,,,,,,,,,,,,,302,8.9511509,,,,RELIVE – RESILIENT LIVELIHOODS OF VULNERABLE SMALLHOLDER FARMERS IN THE MAYAN LANDSCAPES AND THE DRY CORRIDOR OF GUATEMALA,31140,Agricultural water resources,311,III.1.a. Agriculture,41301,Food and Agricultural Organisation,Food and Agriculture Organization of the United Nations,41300,,,,,,RELIVE – REsilient LIVElihoods of vulnerable smallholder farmers in the Mayan landscapes and the Dry Corridor of Guatemala,,,1,,,,,,,,,,,,1,,,0,2020-12-31,,,,,,,,,,,,,,,,CRS 2020 data,19869048832,0,0,0,1,0,1,9.5177336,140270720,0
CRS,2017000070,,1016,Green Climate Fund,,1,Green Climate Fund,https://www.greenclimate.fund/,https://www.greenclimate.fund/projects,Ground Water Recharge and Solar Micro Irrigation to Ensure Food Security and Enhance Resilience in Vulnerable Tribal Areas of Odisha,Short: GROUND WATER RECHARGE AND SOLAR MICRO IRRIGATION TO ENSURE FOOD SECURITY AND ENHANCE RESILIENCE IN VULNERABLE TRIBAL AREAS OF ODISHA Long: ,FP045,India,2017,38488868,"USD, constant 2021",2017,1,645,10009,South & Central Asia,10018,LMICs,11,ODA Grants,4,10,110,C01,34.356998,,,38.488869,,,,,,,,,,,,,,,302,34.356998,,,,GROUND WATER RECHARGE AND SOLAR MICRO IRRIGATION TO ENSURE FOOD SECURITY AND ENHANCE RESILIENCE IN VULNERABLE TRIBAL AREAS OF ODISHA,14015,Water resources conservation (including data collection),140,I.4. Water Supply & Sanitation,12003,Public corporations,NABARD (National Bank for Agriculture and Rural Development),12000,Asia-Pacific,,,,,,,,1,1,,,,,,,,,,,,0,2,,2017-04-06,,,,,,,,,,,,,,,,CRS 2017 data,257907179520,1,0,1,0,1,1,38.488869,8654613504,0
CRS,2021000228,,1016,Green Climate Fund,,1,Green Climate Fund,https://www.greenclimate.fund/,https://www.greenclimate.fund/projects,Ground Water Recharge and Solar Micro Irrigation to Ensure Food Security and Enhance Resilience in Vulnerable Tribal Areas of Odisha,Short: GROUND WATER RECHARGE AND SOLAR MICRO IRRIGATION TO ENSURE FOOD SECURITY AND ENHANCE RESILIENCE IN VULNERABLE TRIBAL AREAS OF ODISHA Long: Ground Water Recharge and Solar Micro Irrigation to Ensure Food Security and Enhance Resilience in Vulnerable Tribal Areas of Odisha,FP045 (Grants),India,2021,0,"USD, constant 2021",2021,3,645,10009,South & Central Asia,10018,LMICs,11,ODA Grants,4,10,110,C01,,1.417684,,,1.417684,,,,,,,,,,,,,,302,,1.417684,,,GROUND WATER RECHARGE AND SOLAR MICRO IRRIGATION TO ENSURE FOOD SECURITY AND ENHANCE RESILIENCE IN VULNERABLE TRIBAL AREAS OF ODISHA,14015,Water resources conservation (including data collection),140,I.4. Water Supply & Sanitation,12003,Public corporations,NABARD (National Bank for Agriculture and Rural Development),12000,,,,,,Ground Water Recharge and Solar Micro Irrigation to Ensure Food Security and Enhance Resilience in Vulnerable Tribal Areas of Odisha,13,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,,CRS 2021 data,257907179520,1,1,1,0,1,1,,8654613504,0
CRS,2017000064,,1016,Green Climate Fund,,1,Green Climate Fund,https://www.greenclimate.fund/,https://www.greenclimate.fund/projects,Irrigation development and adaptation of irrigated agriculture to climate change in semi-arid Morocco,Short: IRRIGATION DEVELOPMENT AND ADAPTATION OF IRRIGATED AGRICULTURE TO CLIMATE CHANGE IN SEMI-ARID MOROCCO Long: ,FP042,Morocco,2017,25256742,"USD, constant 2021",2017,1,136,10002,North of Sahara,10018,LMICs,11,ODA Grants,4,10,110,C01,22.545374,,,25.256742,,,,,,,,,,,,,,,918,20,,,,IRRIGATION DEVELOPMENT AND ADAPTATION OF IRRIGATED AGRICULTURE TO CLIMATE CHANGE IN SEMI-ARID MOROCCO,31140,Agricultural water resources,311,III.1.a. Agriculture,11003,Public corporations,AFD,11000,Africa,,,,,,,,1,1,,,,,,,,,,,,0,2,,2017-04-06,,,,,,,,,,,,,,,,CRS 2017 data,70423429120,1,0,1,1,1,1,25.256742,1672140928,1
CRS,2021000226,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,Irrigation Development and Adaptation of Irrigated Agriculture to Climate Change in Semi-Arid Morocco,Short: IRRIGATION DEVELOPMENT AND ADAPTATION OF IRRIGATED AGRICULTURE TO CLIMATE CHANGE IN SEMI-ARID MOROCCO Long: Irrigation Development and Adaptation of Irrigated Agriculture to Climate Change in Semi-Arid Morocco,FP042 (Grants),Morocco,2021,0,"USD, constant 2021",2021,3,136,10002,North of Sahara,10018,LMICs,11,ODA Grants,4,10,110,C01,,5.3763442,,,5.3763442,,,,,,,,,,,,,,302,,5.3763442,,,IRRIGATION DEVELOPMENT AND ADAPTATION OF IRRIGATED AGRICULTURE TO CLIMATE CHANGE IN SEMI-ARID MOROCCO,31140,Agricultural water resources,311,III.1.a. Agriculture,13000,Third Country Government (Delegated co-operation),Agence Française de Developpement,13000,,,,,,Irrigation Development and Adaptation of Irrigated Agriculture to Climate Change in Semi-Arid Morocco,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,,CRS 2021 data,70423429120,1,1,1,1,1,1,,1672140928,0
CRS,2021000038,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,Hydro-agricultural development with smart agriculture practices resilient to climate change in Niger,Short: HYDRO-AGRICULTURAL DEVELOPMENT WITH SMART AGRICULTURE PRACTICES RESILIENT TO CLIMATE CHANGE IN NIGER Long: Hydro-agricultural development with smart agriculture practices resilient to climate change in Niger,FP176 (Senior Loans),Niger,2021,3074113,"USD, constant 2021",2021,1,260,10003,South of Sahara,10016,LDCs,14,Other Official Flows (non Export Credit),4,21,421,C01,3.0741129,,,3.0741129,,,,,,,,,,,,,,,302,3.0741129,,,,HYDRO-AGRICULTURAL DEVELOPMENT WITH SMART AGRICULTURE PRACTICES RESILIENT TO CLIMATE CHANGE IN NIGER,31140,Agricultural water resources,311,III.1.a. Agriculture,46021,West African Development Bank,Banque Ouest Africaine de Développement (West African Development Bank),46000,,,,,,Hydro-agricultural development with smart agriculture practices resilient to climate change in Niger,,,1,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,,CRS 2021 data,23909462016,0,0,0,1,0,1,3.0741129,912120448,0
CRS,2020000066,,1016,Green Climate Fund,,3,Division of Mitigation and Adaptation,,,Strengthening Climate Resilience of Subsistence Farmers and Agricultural Plantation Communities residing in the vulnerable river basins (…),"Short: STRENGTHENING CLIMATE RESILIENCE OF SUBSISTENCE FARMERS AND AGRICULTURAL PLANTATION COMMUNITIES RESIDING IN THE VULNERABLE RIVER BASINS (…) Long: Strengthening Climate Resilience of Subsistence Farmers and Agricultural Plantation Communities residing in the vulnerable river basins, watershed areas and downstream of the Knuckles Mountain Range Catchment of Sri Lanka",FP124 (Grants),Sri Lanka,2020,21146324,"USD, constant 2021",2020,1,640,10009,South & Central Asia,10018,LMICs,11,ODA Grants,4,10,110,C01,19.887501,,,21.146324,,,,,,,,,,,,,,,302,19.887501,,,,STRENGTHENING CLIMATE RESILIENCE OF SUBSISTENCE FARMERS AND AGRICULTURAL PLANTATION COMMUNITIES RESIDING IN THE VULNERABLE RIVER BASINS (…),31140,Agricultural water resources,311,III.1.a. Agriculture,30011,International Union for the Conservation of Nature,International Union for Conservation of Nature,31000,,,,,,"Strengthening Climate Resilience of Subsistence Farmers and Agricultural Plantation Communities residing in the vulnerable river basins, watershed areas and downstream of the Knuckles Mountain Range Catchment of Sri Lanka",,,1,,,,,,,,,,,,1,,,0,2020-12-31,,,,,,,,,,,,,,,,CRS 2020 data,33915383808,0,0,0,1,0,1,21.146324,785948544,0
