dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2011000158,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Aménagement hydroagricole de la vallée du Niger (SOTA),Short: AMÉNAGEMENT HYDROAGRICOLE DE LA VALLÉE DU NIGER (SOTA) Long: ,O222,Benin,,0,"USD, constant 2021",2011,3,236,10003,South of Sahara,10016,LDCs,13,ODA Loans,4,10,421,C01,,,,,,,,,,,,,,,,,,,302,,,,,AMÉNAGEMENT HYDROAGRICOLE DE LA VALLÉE DU NIGER (SOTA),31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03000,,2011-01-03,2023-01-09,.130583,,,,,,,,,CRS 2011 data,16607285248,0,0,0,1,0,1,,93605496,1
CRS,2011000169,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Aménagement hydroagricole de la basse vallée du Mono,Short: AMÉNAGEMENT HYDROAGRICOLE DE LA BASSE VALLÉE DU MONO Long: ,O236,Benin,,0,"USD, constant 2021",2011,3,236,10003,South of Sahara,10016,LDCs,13,ODA Loans,4,10,421,C01,,,,,,,,,,,,,,,,,,,302,,,,,AMÉNAGEMENT HYDROAGRICOLE DE LA BASSE VALLÉE DU MONO,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03000,,2005-01-10,2021-01-10,.0076520001,,,,,,,,,CRS 2011 data,16607285248,0,0,0,1,0,1,,93605496,1
CRS,2011000116,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,BAGRE DAM,Short: BAGRE DAM Long: ,O140,Burkina Faso,,0,"USD, constant 2021",2011,3,287,10003,South of Sahara,10016,LDCs,13,ODA Loans,4,10,421,C01,,,,,,,,,,,,,,,,,,,302,,,,,BAGRE DAM,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01000,,1993-01-03,2018-01-09,.035103999,,,,,,,,,CRS 2011 data,29398272000,0,0,0,1,0,1,,625761920,1
CRS,2014000161,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Samindini' Dam project.,"Short: SAMINDINI' DAM PROJECT. Long: The project aims at increasing agriculture production by constructing a dam on'Mohon' river to store water for irrigation. The project will envisage development of 1500 hectares of land for cultivation, which will increase to 23.000 hectares in the long run in order to increase agricultural production, in its two forms (plant and animal) and generation of hydropower. The project also helps to regulate water flows in river'Mohon' to reduce risks and conservation of the environment.",O527,Burkina Faso,2008,0,"USD, constant 2021",2014,3,287,10003,South of Sahara,10016,LDCs,13,ODA Loans,4,10,421,C01,,1.784382,,,1.821202,,,,,,,,,,,,,,302,,1.784382,,,SAMINDINI' DAM PROJECT.,43010,Multisector aid,430,IV.2. Other Multisector,12000,Recipient Government,MOF (Ministry of Finance),12000,,,,2008-04-28,2015-12-31,"The project aims at increasing agriculture production by constructing a dam on'Mohon' river to store water for irrigation. The project will envisage development of 1500 hectares of land for cultivation, which will increase to 23.000 hectares in the long run in order to increase agricultural production, in its two forms (plant and animal) and generation of hydropower. The project also helps to regulate water flows in river'Mohon' to reduce risks and conservation of the environment.",,,,,,,,,,,,,,,,,,,2008-03-06,1,2,1000,,2020-09-01,2040-03-01,,,,,,,,,,CRS 2014 data,29398272000,0,1,0,0,1,1,,625761920,0
CRS,2013000027,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Feasibility Study for Creation and Development of Water Basins Project,"Short: FEASIBILITY STUDY FOR CREATION AND DEVELOPMENT OF WATER BASINS PROJECT Long: The project aims to create and develop water basins in 'San Joao Baptista', 'Ribeira Grande' and 'Ribeira de Calhau' to support food security  and achieve sustainable development in the project areas through provision of irrigation water. The project will have significant role in preservation of the environment and decreasing erosion, desertification and poverty.",G728,Cabo Verde,2013,491234,"USD, constant 2021",2013,1,230,10003,South of Sahara,10018,LMICs,11,ODA Grants,4,10,110,D01,.47999999,,,.491234,,,,,,,,,,,,,,,302,.47999999,,,,FEASIBILITY STUDY FOR CREATION AND DEVELOPMENT OF WATER BASINS PROJECT,14020,Water supply and sanitation - large systems,140,I.4. Water Supply & Sanitation,,,,,,,,,,"The project aims to create and develop water basins in 'San Joao Baptista', 'Ribeira Grande' and 'Ribeira de Calhau' to support food security  and achieve sustainable development in the project areas through provision of irrigation water. The project will have significant role in preservation of the environment and decreasing erosion, desertification and poverty.",,,,,,,0,,,,1,,,,,,,,2013-01-01,,,,,,,,,,,,,,,,CRS 2013 data,4820976640,0,1,0,0,1,1,.491234,43157284,0
CRS,2014000140,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Rehabilitation of Water Basins Project in Santo Antao and Sao Nicolau Islands,"Short: REHABILITATION OF WATER BASINS PROJECT IN SANTO ANTAO AND SAO NICOLAU ISLANDS Long: The project aims at irrigation development through construction of structures for flood protection and water storage, protection of the environmental and natural resources and supporting institutional capacity of rural communities. The project aims also at supporting agricultural production in order to improve the incomes of the farmers, participating in poverty alleviation and supporting the food security and sustainable development in the project area.",O496,Cabo Verde,2008,0,"USD, constant 2021",2014,3,230,10003,South of Sahara,10018,LMICs,13,ODA Loans,4,10,421,C01,,4.0439968,,,4.1274428,,,,,,,,,,,,,,302,,4.0439968,,,REHABILITATION OF WATER BASINS PROJECT IN SANTO ANTAO AND SAO NICOLAU ISLANDS,43010,Multisector aid,430,IV.2. Other Multisector,12000,Recipient Government,MOF (Ministry of Finance),12000,,,,2008-07-16,2015-06-30,"The project aims at irrigation development through construction of structures for flood protection and water storage, protection of the environmental and natural resources and supporting institutional capacity of rural communities. The project aims also at supporting agricultural production in order to improve the incomes of the farmers, participating in poverty alleviation and supporting the food security and sustainable development in the project area.",,,,,,,,,,,,,,,,,,,2008-06-26,1,2,2000,,2019-01-01,2039-07-01,,,,,,,,,,CRS 2014 data,4820976640,0,1,0,0,1,1,,43157284,0
CRS,2014000126,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Reclamation of 'Flamengos' & 'Principal' Water Basins,"Short: RECLAMATION OF 'FLAMENGOS' & 'PRINCIPAL' WATER BASINS Long: The project aims at the intensification of agricultural crops and improvement of its revenue through theconstruction of hydraulic structures for filling and impoundment of water for irrigation, contribution to thesupport of food security and reduction of poverty and to the achievement of sustainable development in theproject area through the provision of sufficient water to irrigate 300 ha of land of which 195 ha in'Flamingos'basin and 105 ha in'Prancipal'basin.",O668,Cabo Verde,2009,0,"USD, constant 2021",2014,3,230,10003,South of Sahara,10018,LMICs,13,ODA Loans,4,10,421,C01,,1.072058,,,1.09418,,,,,,,,,,,,,,302,,1.072058,,,RECLAMATION OF 'FLAMENGOS' & 'PRINCIPAL' WATER BASINS,14010,Water sector policy and administrative management,140,I.4. Water Supply & Sanitation,12000,Recipient Government,MOF (Ministry of Finance),12000,,,,2009-07-23,2015-06-30,"The project aims at the intensification of agricultural crops and improvement of its revenue through theconstruction of hydraulic structures for filling and impoundment of water for irrigation, contribution to thesupport of food security and reduction of poverty and to the achievement of sustainable development in theproject area through the provision of sufficient water to irrigate 300 ha of land of which 195 ha in'Flamingos'basin and 105 ha in'Prancipal'basin.",,,,,,,,,,,,,,,,,,,2009-06-24,1,2,2000,,2018-05-01,2037-11-01,,,,,,,,,,CRS 2014 data,4820976640,0,1,0,0,1,1,,43157284,0
CRS,2019000003,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,"Reclamation and preparation of three water basins in the islands of Santiago,St. Antau and Boavista.","Short: RECLAMATION AND PREPARATION OF THREE WATER BASINS IN THE ISLANDS OF SANTIAGO,ST. ANTAU AND BOAVISTA. Long: Reclamation and preparation of three water basins in the islands of Santiago,St. Antau and Boavista.",Project 3,Cabo Verde,2019,18064494,"USD, constant 2021",2019,1,230,10003,South of Sahara,10018,LMICs,13,ODA Loans,4,10,421,C01,16.5,,,18.064493,,,,,,,,,,,,,,,302,16.5,,,,"RECLAMATION AND PREPARATION OF THREE WATER BASINS IN THE ISLANDS OF SANTIAGO,ST. ANTAU AND BOAVISTA.",31140,Agricultural water resources,311,III.1.a. Agriculture,12001,Central Government,Public sector - Ministry of Agriculture and Environment,12000,,,,,,"Reclamation and preparation of three water basins in the islands of Santiago,St. Antau and Boavista.",2,,,,,,,,,,,,,,,,,,2019-12-31,,,,,,,,,,,,,,,,CRS 2019 data,4820976640,0,0,0,1,0,1,18.064493,43157284,0
CRS,2011000164,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Hydraulique villageoise et pastorale dans le BATHA,Short: HYDRAULIQUE VILLAGEOISE ET PASTORALE DANS LE BATHA Long: ,O230,Chad,,0,"USD, constant 2021",2011,3,232,10003,South of Sahara,10016,LDCs,13,ODA Loans,4,10,421,C01,,,,,,,,,,,,,,,,,,,302,,,,,HYDRAULIQUE VILLAGEOISE ET PASTORALE DANS LE BATHA,31140,Agricultural water resources,311,III.1.a. Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03000,,2004-01-06,2018-01-12,.065651998,,,,,,,,,CRS 2011 data,13749249024,0,0,0,1,0,1,,106626504,1
CRS,2013000007,,953,Arab Bank for Economic Development in Africa,,1,Arab Bank for Economic Development in Africa,https://www.badea.org/,https://www.badea.org/contractors-consultants-notifications.htm,Development of rice Cultivation in Chari – Logone valley –Part II,"Short: DEVELOPMENT OF RICE CULTIVATION IN CHARI – LOGONE VALLEY –PART II Long: The project falls within the National Program for Food Security, which was prepared with the assistance of the Food and Agriculture Organization (FAO) and adopted by the government in 2005. The project aims to contribute to improving the living conditions and poverty alleviation in the project areas, through the expansion of irrigated land, and improve the production and productivity of rice cultivation as a primary crop, and the development of some other income-generating crops",O778,Chad,2013,10234042,"USD, constant 2021",2013,1,232,10003,South of Sahara,10016,LDCs,13,ODA Loans,4,10,421,C01,10,,,10.234042,,,,,,,,,,,,,,,302,10,,,,DEVELOPMENT OF RICE CULTIVATION IN CHARI – LOGONE VALLEY –PART II,31161,Food crop production,311,III.1.a. Agriculture,,,,,,,,,,"The project falls within the National Program for Food Security, which was prepared with the assistance of the Food and Agriculture Organization (FAO) and adopted by the government in 2005. The project aims to contribute to improving the living conditions and poverty alleviation in the project areas, through the expansion of irrigated land, and improve the production and productivity of rice cultivation as a primary crop, and the development of some other income-generating crops",,,,,,,0,,,,,,,,,,,,2013-01-01,,2,1000,,2023-01-01,2043-01-01,,,,,,,,,,CRS 2013 data,13749249024,0,1,0,0,1,1,10.234042,106626504,0
