dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2017000011,,1011,Climate Investment Funds,,23,Strategic Climate Fund - SREP,,,Off-Grid Solar PV-Solar Irrigation,"Short: OFF-GRID SOLAR PV-SOLAR IRRIGATION Long: The project support the new output of deploying solar irrigation technology in rural areas and reducing the additional demand for power during irrigation season, Installing at least 2,000 solar PV irrigation pumping systems.",XSREBD064A,Bangladesh,2017,24892240,"USD, constant 2021",2017,1,666,10009,South & Central Asia,10016,LDCs,11,ODA Grants,4,10,110,C01,22.219999,0,,24.892241,0,,,,,,,,,,,,,,302,22.219999,0,,,OFF-GRID SOLAR PV-SOLAR IRRIGATION,23230,Solar energy for centralised grids,232,"II.3.b. Energy generation, renewable sources",46004,Asian Development Bank,,46000,,,,,,"The project support the new output of deploying solar irrigation technology in rural areas and reducing the additional demand for power during irrigation season, Installing at least 2,000 solar PV irrigation pumping systems.",,,,,,,,,,,,,,,,2,,,2017-07-25,,,,,,,,,,,,,,,,CRS 2017 data,118779535360,1,1,1,0,1,1,24.892241,973094272,1
CRS,2019900014,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Multipurpose Program for Potable Water and Irrigation for the municipalities of,"Short: MULTIPURPOSE PROGRAM FOR POTABLE WATER AND IRRIGATION FOR THE MUNICIPALITIES OF Long: The overall objective of the Program is to increase the resilience of the entire water supply system of La Paz and El Alto. The specific objectives are: (i) to guarantee the continuity and the quality of the water system in the metropolitan area of La Paz and El Alto, (ii) to expand service coverage, (iii) to generate experiences and lessons to integrate climate change in the planning, design and implementation of water projects in mountainous areas, (iv) to start the preparation and implementation of a pilot Integrated River basin Plan that is multipurpose, participatory, sustainable, resilient and addresses gender issues, and (v) to lay the groundwork to have a climate resilient water system for the metropolitan areas of La Paz and El Alto.",BO-G1004&GRT/SX-15362-BO,Bolivia,2019,0,"USD, constant 2021",2019,3,428,10006,South America,10018,LMICs,11,ODA Grants,4,10,110,C01,,14.830738,,,16.236956,,,,,,,,,,,,,,302,,14.830738,,,MULTIPURPOSE PROGRAM FOR POTABLE WATER AND IRRIGATION FOR THE MUNICIPALITIES OF,41010,Environmental policy and administrative management,410,IV.1. General Environment Protection,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",MINISTERIO DE MEDIO AMBIENTE Y AGUA via IADB,46000,,,,,,"The overall objective of the Program is to increase the resilience of the entire water supply system of La Paz and El Alto. The specific objectives are: (i) to guarantee the continuity and the quality of the water system in the metropolitan area of La Paz and El Alto, (ii) to expand service coverage, (iii) to generate experiences and lessons to integrate climate change in the planning, design and implementation of water projects in mountainous areas, (iv) to start the preparation and implementation of a pilot Integrated River basin Plan that is multipurpose, participatory, sustainable, resilient and addresses gender issues, and (v) to lay the groundwork to have a climate resilient water system for the metropolitan areas of La Paz and El Alto.",,,,,,,,,,,,,,,,,,,2019-12-31,,,,,,,,,,,,,,,,CRS 2019 data,21974071296,1,0,1,0,1,1,,655347456,0
CRS,2015900038,,1011,Climate Investment Funds,,22,Strategic Climate Fund - PPCR,,,"Multipurpose Drinking water and irrigation program for the municipalities of Batallas, Pucarani and El Alto","Short: MULTIPURPOSE DRINKING WATER AND IRRIGATION PROGRAM FOR THE MUNICIPALITIES OF BATALLAS, PUCARANI AND EL ALTO Long: Enhance climate resilience of rural infrastructure especially in Kampong Cham province, and provide access and reduced flooding risk for inhabitants of the Mekong River Island cluster",XPCRBO007A,Bolivia,2015,50448052,"USD, constant 2021",2015,1,428,10006,South America,10018,LMICs,11,ODA Grants,4,10,110,C01,44.5,,,50.448051,,,,,,,,,,,,,,,302,44.5,,,,"MULTIPURPOSE DRINKING WATER AND IRRIGATION PROGRAM FOR THE MUNICIPALITIES OF BATALLAS, PUCARANI AND EL ALTO",14010,Water sector policy and administrative management,140,I.4. Water Supply & Sanitation,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",,46000,,,,,,"Enhance climate resilience of rural infrastructure especially in Kampong Cham province, and provide access and reduced flooding risk for inhabitants of the Mekong River Island cluster",,,,,,,,,,,,,,,,,2,,2015-10-13,,,,,,,,,,,,,,,,CRS 2015 data,21974071296,1,0,1,0,1,1,50.448051,655347456,1
CRS,2014000018,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation Project (CAM),"Short: GREATER MEKONG SUBREGION FLOOD AND DROUGHT RISK MANAGEMENT AND MITIGATION PROJECT (CAM) Long: The project will support the Government of Cambodia as it undertakes structural and nonstructural measures to prepare for and manage disaster risks linked to floods and droughts.  Project interventions will (i) enhance the regional data, information, and knowledge base for the management of floods and droughts, (ii) upgrade or develop water management infrastructure, and (iii) prepare communities to manage disasters such as floods and droughts, and adapt to climate change. Improved drought management and irrigation water structures in Cambodia will benefit farmers on about 16,000 hectares (ha) of agricultural lands, and at least 10,000 people will benefit from improved flood management.",GN0330-CAM,Cambodia,2013,0,"USD, constant 2021",2014,3,728,10008,Far East Asia,10016,LDCs,11,ODA Grants,4,10,110,C01,,.1,,,.102063,,,,,,,,,,,,,,302,,.1,,,GREATER MEKONG SUBREGION FLOOD AND DROUGHT RISK MANAGEMENT AND MITIGATION PROJECT (CAM),31140,Agricultural water resources,311,III.1.a. Agriculture,46004,Asian Development Bank,,46000,,,,2014-06-23,2019-09-30,"The project will support the Government of Cambodia as it undertakes structural and nonstructural measures to prepare for and manage disaster risks linked to floods and droughts.  Project interventions will (i) enhance the regional data, information, and knowledge base for the management of floods and droughts, (ii) upgrade or develop water management infrastructure, and (iii) prepare communities to manage disasters such as floods and droughts, and adapt to climate change. Improved drought management and irrigation water structures in Cambodia will benefit farmers on about 16,000 hectares (ha) of agricultural lands, and at least 10,000 people will benefit from improved flood management.",,,1,1,,,,,,,,,,,,,,,2013-01-17,,,,,,,,,,,,,,,,CRS 2014 data,23280652288,0,1,0,1,1,1,,1112822272,1
CRS,2018002370,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Climate Resilient Rice Commercialization Sector Development Program,"Short: CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROGRAM Long: The Climate Resilient Rice Commercialization Sector Development Program (SDP) is proposed to support and accelerate the efficient and effective implementation of the Strategy on Agriculture and Water (SAW) and the  Policy on the Promotion of Paddy Production and Rice Export  (the Rice Policy). It will address food security and rice commercialization by prioritizing:  (i) strengthening the rice value chain, (ii) improving the legal and regulatory framework in agricultural land management, (iii) improving access to credit by paddy producers and rice millers/exporters, and (iv) enhancing paddy production and productivity through improved irrigation water use efficiency, establishment of paddy post-harvesting facilities, and paddy crop insurance pilots.  The SDP will (i) address major strategic thrusts of the 2011 2013 Country Partnership Strategy, and sector strategies and roadmap, and (ii) complement the on-going sector initiatives by emphasizing the commercialization aspects of rice.",GN0350-CAM,Cambodia,2019,0,"USD, constant 2021",2019,3,728,10008,Far East Asia,10016,LDCs,11,ODA Grants,4,10,110,C01,,.38534501,,,.421882,,,,,,,,,,,,,,302,,.38534501,,,CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROGRAM,99810,Sectors not specified,998,IX. Unallocated / Unspecified,46004,Asian Development Bank,Ministry of Economy and Finance via AsDB,46000,,,,,,"The Climate Resilient Rice Commercialization Sector Development Program (SDP) is proposed to support and accelerate the efficient and effective implementation of the Strategy on Agriculture and Water (SAW) and the  Policy on the Promotion of Paddy Production and Rice Export  (the Rice Policy). It will address food security and rice commercialization by prioritizing:  (i) strengthening the rice value chain, (ii) improving the legal and regulatory framework in agricultural land management, (iii) improving access to credit by paddy producers and rice millers/exporters, and (iv) enhancing paddy production and productivity through improved irrigation water use efficiency, establishment of paddy post-harvesting facilities, and paddy crop insurance pilots.  The SDP will (i) address major strategic thrusts of the 2011 2013 Country Partnership Strategy, and sector strategies and roadmap, and (ii) complement the on-going sector initiatives by emphasizing the commercialization aspects of rice.",,,,,,,,,,,,,,,,,,,2019-12-31,,,,,,,,,,,,,,,,CRS 2019 data,23280652288,0,1,0,0,1,1,,1112822272,0
CRS,2018000913,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation Project (CAM),"Short: GREATER MEKONG SUBREGION FLOOD AND DROUGHT RISK MANAGEMENT AND MITIGATION PROJECT (CAM) Long: The project will support the Government of Cambodia as it undertakes structural and nonstructural measures to prepare for and manage disaster risks linked to floods and droughts.  Project interventions will (i) enhance the regional data, information, and knowledge base for the management of floods and droughts, (ii) upgrade or develop water management infrastructure, and (iii) prepare communities to manage disasters such as floods and droughts, and adapt to climate change. Improved drought management and irrigation water structures in Cambodia will benefit farmers on about 16,000 hectares (ha) of agricultural lands, and at least 10,000 people will benefit from improved flood management.",LN8262-CAM,Cambodia,2019,0,"USD, constant 2021",2019,3,728,10008,Far East Asia,10016,LDCs,14,Other Official Flows (non Export Credit),4,21,421,C01,,1.180658,,,1.292605,,,,,,,,,,,,,,302,,1.180658,,,GREATER MEKONG SUBREGION FLOOD AND DROUGHT RISK MANAGEMENT AND MITIGATION PROJECT (CAM),99810,Sectors not specified,998,IX. Unallocated / Unspecified,46004,Asian Development Bank,Ministry of Water Resources and Meteorology via AsDB,46000,,,,,,"The project will support the Government of Cambodia as it undertakes structural and nonstructural measures to prepare for and manage disaster risks linked to floods and droughts.  Project interventions will (i) enhance the regional data, information, and knowledge base for the management of floods and droughts, (ii) upgrade or develop water management infrastructure, and (iii) prepare communities to manage disasters such as floods and droughts, and adapt to climate change. Improved drought management and irrigation water structures in Cambodia will benefit farmers on about 16,000 hectares (ha) of agricultural lands, and at least 10,000 people will benefit from improved flood management.",,,,,,,,,,,,,,,,,,,2019-12-31,,,,,,,,,,,,,,,,CRS 2019 data,23280652288,0,1,0,0,1,1,,1112822272,0
CRS,2018000915,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Climate Resilient Rice Commercialization Sector Development Program,"Short: CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROGRAM Long: The Climate Resilient Rice Commercialization Sector Development Program (SDP) is proposed to support and accelerate the efficient and effective implementation of the Strategy on Agriculture and Water (SAW) and the  Policy on the Promotion of Paddy Production and Rice Export  (the Rice Policy). It will address food security and rice commercialization by prioritizing:  (i) strengthening the rice value chain, (ii) improving the legal and regulatory framework in agricultural land management, (iii) improving access to credit by paddy producers and rice millers/exporters, and (iv) enhancing paddy production and productivity through improved irrigation water use efficiency, establishment of paddy post-harvesting facilities, and paddy crop insurance pilots.  The SDP will (i) address major strategic thrusts of the 2011 2013 Country Partnership Strategy, and sector strategies and roadmap, and (ii) complement the on-going sector initiatives by emphasizing the commercialization aspects of rice.",LN8271-CAM,Cambodia,2019,0,"USD, constant 2021",2019,3,728,10008,Far East Asia,10016,LDCs,14,Other Official Flows (non Export Credit),4,21,421,C01,,.73980099,,,.80994701,,,,,,,,,,,,,,302,,.73980099,,,CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROGRAM,99810,Sectors not specified,998,IX. Unallocated / Unspecified,46004,Asian Development Bank,Ministry of Economy and Finance via AsDB,46000,,,,,,"The Climate Resilient Rice Commercialization Sector Development Program (SDP) is proposed to support and accelerate the efficient and effective implementation of the Strategy on Agriculture and Water (SAW) and the  Policy on the Promotion of Paddy Production and Rice Export  (the Rice Policy). It will address food security and rice commercialization by prioritizing:  (i) strengthening the rice value chain, (ii) improving the legal and regulatory framework in agricultural land management, (iii) improving access to credit by paddy producers and rice millers/exporters, and (iv) enhancing paddy production and productivity through improved irrigation water use efficiency, establishment of paddy post-harvesting facilities, and paddy crop insurance pilots.  The SDP will (i) address major strategic thrusts of the 2011 2013 Country Partnership Strategy, and sector strategies and roadmap, and (ii) complement the on-going sector initiatives by emphasizing the commercialization aspects of rice.",,,,,,,,,,,,,,,,,,,2019-12-31,,,,,,,,,,,,,,,,CRS 2019 data,23280652288,0,1,0,0,1,1,,1112822272,0
CRS,2015900054,,1011,Climate Investment Funds,,22,Strategic Climate Fund - PPCR,,,Rainwater Harvesting and Drip Irrigation for High-Value Crop Production in Cambodia,"Short: RAINWATER HARVESTING AND DRIP IRRIGATION FOR HIGH-VALUE CROP PRODUCTION IN CAMBODIA Long: Introduce rainwater harvesting and drip irrigation technologies coupled with high-value crop production to improve the climate resilience of Cambodia's agricultural sector, reduce drought-induced crop failures, and improve productivity and income for small scale farmers",PPCRKH604A,Cambodia,2015,5668320,"USD, constant 2021",2015,1,728,10008,Far East Asia,10016,LDCs,13,ODA Loans,4,10,421,C01,5,,,5.6683202,,,,,,,,,,,,,,,302,5,,,,RAINWATER HARVESTING AND DRIP IRRIGATION FOR HIGH-VALUE CROP PRODUCTION IN CAMBODIA,31140,Agricultural water resources,311,III.1.a. Agriculture,46004,Asian Development Bank,,46000,,,,,,"Introduce rainwater harvesting and drip irrigation technologies coupled with high-value crop production to improve the climate resilience of Cambodia's agricultural sector, reduce drought-induced crop failures, and improve productivity and income for small scale farmers",,,,,,,,,,,,,,,,,2,,2015-09-08,,,,,,,,,,,,,,,,CRS 2015 data,23280652288,1,1,1,1,1,1,5.6683202,1112822272,0
CRS,2014000046,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Climate Resilient Rice Commercialization Sector Development Program,"Short: CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROGRAM Long: The Climate Resilient Rice Commercialization Sector Development Program (SDP) is proposed to support and accelerate the efficient and effective implementation of the Strategy on Agriculture and Water (SAW) and the Policy on the Promotion of Paddy Production and Rice Export (the Rice Policy). It will address food security and rice commercialization by prioritizing:  (i) strengthening the rice value chain, (ii) improving the legal and regulatory framework in agricultural land management, (iii) improving access to credit by paddy producers and rice millers/exporters, and (iv) enhancing paddy production and productivity through improved irrigation water use efficiency, establishment of paddy post-harvesting facilities, and paddy crop insurance pilots. The SDP will (i) address major strategic thrusts of the 2011-2013 Country Partnership Strategy, and sector strategies and roadmap, and (ii) complement the on-going sector initiatives by emphasizing the commercialization aspects of rice.",TA7904-CAM,Cambodia,2011,0,"USD, constant 2021",2014,3,728,10008,Far East Asia,10016,LDCs,11,ODA Grants,4,10,110,C01,,.097035997,,,.099037997,,,,,,,,,,,,,,302,,.097035997,,,CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROGRAM,31130,Agricultural land resources,311,III.1.a. Agriculture,46004,Asian Development Bank,,46000,,,,2011-11-18,2014-08-30,"The Climate Resilient Rice Commercialization Sector Development Program (SDP) is proposed to support and accelerate the efficient and effective implementation of the Strategy on Agriculture and Water (SAW) and the Policy on the Promotion of Paddy Production and Rice Export (the Rice Policy). It will address food security and rice commercialization by prioritizing:  (i) strengthening the rice value chain, (ii) improving the legal and regulatory framework in agricultural land management, (iii) improving access to credit by paddy producers and rice millers/exporters, and (iv) enhancing paddy production and productivity through improved irrigation water use efficiency, establishment of paddy post-harvesting facilities, and paddy crop insurance pilots. The SDP will (i) address major strategic thrusts of the 2011-2013 Country Partnership Strategy, and sector strategies and roadmap, and (ii) complement the on-going sector initiatives by emphasizing the commercialization aspects of rice.",,,1,1,,,,,,,,,,,,,,,2011-11-18,,,,,,,,,,,,,,,,CRS 2014 data,23280652288,0,1,0,0,1,1,,1112822272,0
CRS,2014000067,,1011,Climate Investment Funds,,20,Strategic Climate Fund,,,Mainstreaming Climate Resilience into Development Planning,"Short: MAINSTREAMING CLIMATE RESILIENCE INTO DEVELOPMENT PLANNING Long: Cambodia is one of the countries selected worldwide for the Pilot Program for Climate Resilience (PPCR), which aims to demonstrate ways in integrating climate risk and resilience into development planning. With support from ADB and the World Bank Group, the Government of Cambodia (the Government) prepared the Strategic Program for Climate Resilience (SPCR), comprising seven investment projects and the proposed technical assistance (TA). The resource envelope for SPCR is $385 million including $86 million from PPCR and $299 million in co-financing from ADB and other development partners. The PPCR sub-committee endorsed SPCR in June 2011. The TA will promote synergies between CCA and disatser risk reduction, sets up a common framework for monitoring and evaluation of all SPCR projects, and develops a knowledge and communications plan for each component that will be critical to sustaining the impact and effectiveness of current and future climate resilience investments. The TA will (i) strengthen capacity to coordinate all SPCR investments and to mainstream adaptation concerns into national and sub-national planning, budgeting and development in Cambodia, (ii) conduct feasibility studies for priority projects of the National Adaptation Program of Action (NAPA) with a view to secure additional funds from sources such as Adaptation Fund and Green Climate Fund, (iii) establish a civil society support mechanism to fund community-based adaptation activities and strengthen capacity of civil society organizations (CSOs) and nongovernmental organizations (NGOs) to mainstream climate resilience into their operations, and (iv) generate and disseminate knowledge for climate change adaptation (CCA) in various sectors. The expected impact of the TA is enhanced resilience to climate change in Cambodia leading to improved livelihoods, especially for vulnerable groups including women and children. By 2022, the number of households affected and economic losses resulting from extreme climate events will be reduced by 20% from the 2012 baseline. The expected outcome of the TA is sustained institutional and technical capacity to integrate adaptation concerns into development. By 2018, agreed strategies on adaptation will be integrated into at least three sectors. Also, at least 25% of projects in water resources, agriculture, transport, water supply and sanitation will be climate-proofed. By the TA end, it is expected that (i) risk screening tools are applied for projects in irrigation, flood prevention, agriculture, biodiversity, roads, water supply and sanitation, and urban development, and (ii) vulnerability assessments incorporating climate information are performed for projects determined at risk in key sectors.The TA is expected to deliver four outputs:1. SPCR coordination, technical support and capacity strengthened to mainstream climate change adaptation into development planning 2. Detailed feasibility studies conducted for selected NAPA priority projects to o",TA8179-CAM,Cambodia,2012,0,"USD, constant 2021",2014,3,728,10008,Far East Asia,10016,LDCs,11,ODA Grants,4,10,110,C01,,.0035000001,,,.003573,,,,,,,,,,,,,,302,,.0035000001,,,MAINSTREAMING CLIMATE RESILIENCE INTO DEVELOPMENT PLANNING,21020,Road transport,210,II.1. Transport & Storage,46004,Asian Development Bank,,46000,,,,2012-10-31,2019-12-31,"Cambodia is one of the countries selected worldwide for the Pilot Program for Climate Resilience (PPCR), which aims to demonstrate ways in integrating climate risk and resilience into development planning. With support from ADB and the World Bank Group, the Government of Cambodia (the Government) prepared the Strategic Program for Climate Resilience (SPCR), comprising seven investment projects and the proposed technical assistance (TA). The resource envelope for SPCR is $385 million including $86 million from PPCR and $299 million in co-financing from ADB and other development partners. The PPCR sub-committee endorsed SPCR in June 2011. The TA will promote synergies between CCA and disatser risk reduction, sets up a common framework for monitoring and evaluation of all SPCR projects, and develops a knowledge and communications plan for each component that will be critical to sustaining the impact and effectiveness of current and future climate resilience investments. The TA will (i) strengthen capacity to coordinate all SPCR investments and to mainstream adaptation concerns into national and sub-national planning, budgeting and development in Cambodia, (ii) conduct feasibility studies for priority projects of the National Adaptation Program of Action (NAPA) with a view to secure additional funds from sources such as Adaptation Fund and Green Climate Fund, (iii) establish a civil society support mechanism to fund community-based adaptation activities and strengthen capacity of civil society organizations (CSOs) and nongovernmental organizations (NGOs) to mainstream climate resilience into their operations, and (iv) generate and disseminate knowledge for climate change adaptation (CCA) in various sectors. The expected impact of the TA is enhanced resilience to climate change in Cambodia leading to improved livelihoods, especially for vulnerable groups including women and children. By 2022, the number of households affected and economic losses resulting from extreme climate events will be reduced by 20% from the 2012 baseline. The expected outcome of the TA is sustained institutional and technical capacity to integrate adaptation concerns into development. By 2018, agreed strategies on adaptation will be integrated into at least three sectors. Also, at least 25% of projects in water resources, agriculture, transport, water supply and sanitation will be climate-proofed. By the TA end, it is expected that (i) risk screening tools are applied for projects in irrigation, flood prevention, agriculture, biodiversity, roads, water supply and sanitation, and urban development, and (ii) vulnerability assessments incorporating climate information are performed for projects determined at risk in key sectors.The TA is expected to deliver four outputs:1. SPCR coordination, technical support and capacity strengthened to mainstream climate change adaptation into development planning 2. Detailed feasibility studies conducted for selected NAPA priority projects to o",,,0,2,,,,,,,,,,,,,,,2012-10-31,,,,,,,,,,,,,,,,CRS 2014 data,23280652288,0,1,0,0,1,1,,1112822272,1
